Département,Budget,Type nomenclature,Exercice,Type fichier,Date vote,Dépense/Recette,Investissement/Fonctionnement,Réel/Ordre id/Ordre diff,Chapitre,Sous-chapitre,Opération,Article,Rubrique fonctionnelle,Libellé,Code devise,Montant,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A617,R311    ,Etudes et recherches,E,2000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A617,R221    ,Etudes et recherches,E,85000.91,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A617,R18     ,Etudes et recherches,E,116066,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A617,R023    ,Etudes et recherches,E,45500,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A617,R0202   ,Etudes et recherches,E,98750,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A6168,R50     ,Autres assurances,E,33000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A6168,R0202   ,Autres assurances,E,41000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A616 ,R52     ,Primes d assurances,E,7600,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A616 ,R51     ,Primes d assurances,E,11167,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A616 ,R50     ,Primes d assurances,E,140526,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A616 ,R315    ,Primes d assurances,E,12000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A616 ,R221    ,Primes d assurances,E,276500,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A616 ,R20     ,Primes d assurances,E,500,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A616 ,R0202   ,Primes d assurances,E,609307,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A6156,R821    ,Maintenance,E,290000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A6156,R738    ,Maintenance,E,1000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A6156,R621    ,Maintenance,E,9000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A6156,R61     ,Maintenance,E,6000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A6156,R52     ,Maintenance,E,33500,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A6156,R315    ,Maintenance,E,40000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A6156,R221    ,Maintenance,E,82000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A6156,R0202   ,Maintenance,E,2433300,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A61558,R94     ,Entretien et réparations sur autres biens mobiliers,E,8400,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A61558,R738    ,Entretien et réparations sur autres biens mobiliers,E,147511.99,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A61558,R621    ,Entretien et réparations sur autres biens mobiliers,E,55000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A61558,R61     ,Entretien et réparations sur autres biens mobiliers,E,4500,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A61558,R42     ,Entretien et réparations sur autres biens mobiliers,E,19000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A61558,R41     ,Entretien et réparations sur autres biens mobiliers,E,1000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A61558,R32     ,Entretien et réparations sur autres biens mobiliers,E,5000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A61558,R18     ,Entretien et réparations sur autres biens mobiliers,E,2000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A61558,R0202   ,Entretien et réparations sur autres biens mobiliers,E,31900,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A61551,R64     ,Entretien et réparations sur matériel roulant,E,1000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A61551,R621    ,Entretien et réparations sur matériel roulant,E,210000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A61551,R52     ,Entretien et réparations sur matériel roulant,E,5000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A61551,R0202   ,Entretien et réparations sur matériel roulant,E,40000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A615232,R821    ,Entretien et réparations sur réseaux,E,180000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A615232,R64     ,Entretien et réparations sur réseaux,E,295370.66,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A615231,R621    ,Entretien et réparations sur voiries,E,4517500,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A615221,R738    ,Bâtiments publics,E,5250,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A615221,R621    ,Bâtiments publics,E,60800,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A615221,R52     ,Bâtiments publics,E,3000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A615221,R50     ,Bâtiments publics,E,3005,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A615221,R315    ,Bâtiments publics,E,5000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A615221,R221    ,Bâtiments publics,E,67000.5,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2016,BP,18/12/2015,D,F,OR,C011,,,A615221,R11     ,Bâtiments publics,E,10000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
