Année;Dépense/Recette;Investissement/Fonctionnement;Chapitre;Libellé chapitre;Rubrique fonctionnelle;Article;Libellé article;Montant;Réel/Ordre id/Ordre diff
2009;Dépense;Fonctionnement;C9356;REVENU DE SOLIDARITE ACTIVE (RSA);R93561;A65171;RSA-Versement pour allocations forfaitaires;5901657.0;OR
2011;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9320;A6064;Fournitures administratives;102500.0;OR
2011;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9328;A6068;Autres matières et fournitures;58693.0;OR
2011;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A6068;Autres matières et fournitures;1000.0;OR
2011;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A61521;Entretien et réparations sur terrains;336500.0;OR
2011;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9323;A6156;Maintenance;110000.0;OR
2011;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A6245;Transports de personnes extérieures à la collectivité;1200.0;OR
2011;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A6283;Frais de nettoyage des locaux;50000.0;OR
2011;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9321;A6331;Versement de transport;470.0;OR
2011;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9320;A64131;Rémunérations du personnel non titulaire;474670.0;OR
2011;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A6451;Cotisations à l  U.R.S.S.A.F.;3146920.0;OR
2011;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9320;A6453;Cotisations aux caisses de retraite;835330.0;OR
2011;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9323;A6568;Autres participations;3333.5;OR
2011;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9320;A65734;Subventions de fonctionnement aux Communes et structure intercommunales;25000.0;OR
2011;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A6618;Intérêts des autres dettes;1503252.69;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A60612;Energie - Electricité;325827.0;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93315;A60612;Energie - Electricité;62000.0;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93311;A60622;Carburants;2000.0;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A60636;Habillement et Vêtements de travail;21000.0;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93314;A6068;Autres matières et fournitures;108700.0;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93312;A6068;Autres matières et fournitures;600.0;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93315;A6188;Autres frais divers;171080.0;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93311;A6188;Autres frais divers;1694169.23;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9330;A6188;Autres frais divers;50000.0;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A6236;Catalogues et imprimés et publications;7000.0;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93315;A6236;Catalogues et imprimés et publications;55100.0;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93315;A6245;Transports de personnes extérieures à la collectivité;28000.0;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93312;A6336;Cotisations au C.N.F.P.T. et au centre de gestion de la fonction publique territoriale;58700.0;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A63512;Taxes foncières;95150.0;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93314;A6414;Personnel rémunéré a la vacation;17800.0;OR
2011;Recette;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A6419;Remboursements sur rémunérations du personnel;234500.0;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A6451;Cotisations à l  U.R.S.S.A.F.;444140.0;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93312;A6451;Cotisations à l  U.R.S.S.A.F.;815790.0;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A6453;Cotisations aux caisses de retraite;497000.0;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9333;A6513;Bourses;74000.0;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9333;A65734;Subventions de fonctionnement aux Communes et structure intercommunales;256127.0;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A65734;Subventions de fonctionnement aux Communes et structure intercommunales;86455.0;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93315;A6574;Subventions de fonctionnement aux associations et autres organismes de droit privé;1500.0;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93312;A6574;Subventions de fonctionnement aux associations et autres organismes de droit privé;10000.0;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93311;A65888;Autres;68328.0;OR
2011;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93311;A6713;Dots et prix;34195.0;OR
2011;Recette;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93311;A70323;Redevance d occupation du domaine public départemental;7000.0;OR
2011;Recette;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93315;A7062;Redevances et droits des services à caractère culturel;8610.0;OR
2011;Recette;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93314;A7062;Redevances et droits des services à caractère culturel;215000.0;OR
2011;Recette;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93315;A7088;Autres produits d activités annexes (abonnements et ventes d ouvrages...);3000.0;OR
2011;Recette;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93311;A7588;Autres produits divers de gestion courante;40300.0;OR
2011;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9342;A60612;Energie - Electricité;9921.0;OR
2011;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9342;A60636;Habillement et Vêtements de travail;400.0;OR
2011;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9342;A60668;Autres produits pharmaceutiques;12000.0;OR
2011;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9341;A611;Contrats de prestations de services avec des entreprises;400000.0;OR
2011;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9342;A614;Charges locatives et de copropriété;13760.0;OR
2011;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9341;A61558;Entretien et réparations sur autres biens mobiliers;10000.0;OR
2011;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9341;A6182;Documentation générale et technique;20000.0;OR
2011;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9341;A6218;Autre personnel extérieur;12060.0;OR
2011;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9341;A6332;Cotisations versées au F.N.A.L.;87690.0;OR
2011;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9341;A6336;Cotisations au C.N.F.P.T. et au centre de gestion de la fonction publique territoriale;271130.0;OR
2011;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9342;A64113;NBI;1480.0;OR
2011;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9341;A64131;Rémunérations du personnel non titulaire;551320.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A60611;Eau et assainissement;90000.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A60612;Energie - Electricité;465110.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9350;A6064;Fournitures administratives;340200.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A60668;Autres produits pharmaceutiques;94430.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9358;A611;Contrats de prestations de services avec des entreprises;13000.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9353;A611;Contrats de prestations de services avec des entreprises;1111330.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A611;Contrats de prestations de services avec des entreprises;17210000.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A6132;Locations immmobilières;102100.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9350;A61522;Entretien et réparations sur bâtiments;271000.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9350;A61558;Entretien et réparations sur autres biens mobiliers;25000.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A6156;Maintenance;8000.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9350;A6156;Maintenance;52000.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A6182;Documentation générale et technique;11560.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A6184;Versement à des organismes de formation;677650.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9350;A6241;Transports de biens;114000.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A6261;Frais d affranchissement;5300.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9350;A6262;Frais de télécommunications;62200.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A627;Services bancaires et assimilés;500.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9353;A62878;Remboursements de frais à des tiers;1027000.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9350;A62878;Remboursements de frais à des tiers;130000.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A6288;Autres charges diverses sur services extérieurs;17500.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A6331;Versement de transport;77140.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A6332;Cotisations versées au F.N.A.L.;14770.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9353;A6336;Cotisations au C.N.F.P.T. et au centre de gestion de la fonction publique territoriale;64300.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A6336;Cotisations au C.N.F.P.T. et au centre de gestion de la fonction publique territoriale;485400.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9350;A6336;Cotisations au C.N.F.P.T. et au centre de gestion de la fonction publique territoriale;269630.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9358;A6338;Autres impôt. taxes et versements assimilés sur rémunérations;570.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A64112;Supplément famillial de traitement et indemnité de résidence;95760.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9350;A64112;Supplément famillial de traitement et indemnité de résidence;695320.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9353;A64118;Autres indemnités;867350.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9353;A6451;Cotisations à l  U.R.S.S.A.F.;782230.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9358;A6453;Cotisations aux caisses de retraite;53220.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9353;A6453;Cotisations aux caisses de retraite;1146570.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A6453;Cotisations aux caisses de retraite;691150.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A6453;Cotisations aux caisses de retraite;6892220.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A6511212;Prestation de compension du handicap-moins de 20 ans;1000000.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9358;A6518;Autres (Primes et dots);1200000.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A6521;Frais de scolarité;485000.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9353;A65221;En famille d accueil;30000.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9358;A6568;Autres participations;200000.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A65738;Subventions de fonctionnement aux organismes publics divers;4200000.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A6574;Subventions de fonctionnement aux associations et autres organismes de droit privé;1513465.0;OR
2011;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9353;A673;Titres annulés (sur exercices antérieurs);200000.0;OR
2016;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9323;A6241;Transports de biens;10000.0;OR
2012;Dépense;Investissement;C915;ACTION SOCIALE (hors RMI et RSA);R9152;A20422;Subventions bâtiments et installations versées aux personnes de droit privé;308249.64;OR
2012;Dépense;Investissement;C915;ACTION SOCIALE (hors RMI et RSA);R9151;A204142;Subventions bâtiments et installations versées aux communes et structures intercommunales;500848.66;OR
2012;Dépense;Investissement;C916;RESEAUX ET INFRASTRUCTURES;R9161;A204142;Subventions bâtiments et installations versées aux communes et structures intercommunales;1100000.0;OR
2012;Dépense;Investissement;C917;AMENAGEMENT ET ENVIRONNEMENT;R9171;A20422;Subventions bâtiments et installations versées aux personnes de droit privé;19233724.1;OR
2012;Dépense;Investissement;C917;AMENAGEMENT ET ENVIRONNEMENT;R91731;A204142;Subventions bâtiments et installations versées aux communes et structures intercommunales;200000.0;OR
2012;Dépense;Investissement;C917;AMENAGEMENT ET ENVIRONNEMENT;R9172;A204142;Subventions bâtiments et installations versées aux communes et structures intercommunales;30000.0;OR
2012;Dépense;Investissement;C917;AMENAGEMENT ET ENVIRONNEMENT;R9171;A204142;Subventions bâtiments et installations versées aux communes et structures intercommunales;16990994.55;OR
2012;Recette;Investissement;C917;AMENAGEMENT ET ENVIRONNEMENT;R9172;A2748;Autres prêts;158546.98;OR
2012;Recette;Investissement;C917;AMENAGEMENT ET ENVIRONNEMENT;R9172;A20422;Subventions bâtiments et installations versées aux personnes de droit privé;3500.0;OR
2012;Recette;Investissement;C917;AMENAGEMENT ET ENVIRONNEMENT;R9171;A204152;Subventions bâtiments et installations versées aux autres groupements de collectivités;7390000.0;OR
2012;Dépense;Investissement;C919;DEVELOPPEMENT ECONOMIQUE;R9193;A20421;Subventions biens mobiliers. matériel et études versées aux personnes de droit privé;2390000.0;OR
2012;Dépense;Investissement;C923;DETTES ET AUTRES OPERATIONS FINANCIERES;R923;A16818;Emprunts auprès d autres prêteurs;23925.0;OR
2012;Dépense;Investissement;C923;DETTES ET AUTRES OPERATIONS FINANCIERES;R923;A16449;Emprunts assortis d une option de tirage sur ligne de trésorerie - opérations afférentes à l option de tirage sur ligne de trésorerie;192865000.0;OR
2012;Recette;Investissement;C923;DETTES ET AUTRES OPERATIONS FINANCIERES;R923;A1641;Emprunts en euro;221016200.0;OR
2012;Recette;Investissement;C926;TRANSFERT ENTRE SECTIONS;R926;A28188;Amortissement des autres immobilisations corporelles;313300.0;OE
2012;Recette;Investissement;C926;TRANSFERT ENTRE SECTIONS;R926;A2817313;Amortissement des bâtiments sociaux et médico-sociaux reçus au titre d une mise à disposition;30981.0;OE
2012;Recette;Investissement;C926;TRANSFERT ENTRE SECTIONS;R926;A281352;Amortissement des installations générales. agencements. aménagement des bâtiments privés;17608.0;OE
2012;Recette;Investissement;C926;TRANSFERT ENTRE SECTIONS;R926;A281351;Amortissement des installations générales. agencements. aménagement des bâtiments publics;20000000.0;OE
2012;Recette;Investissement;C926;TRANSFERT ENTRE SECTIONS;R926;A281311;Amortissement des bâtiments administratifs;7810000.0;OE
2012;Recette;Investissement;C926;TRANSFERT ENTRE SECTIONS;R926;A280421;Amortissement des subventions d équipement biens mobiliers. matériel et études versées aux personnes de droit privé;26967554.0;OE
2012;Recette;Investissement;C926;TRANSFERT ENTRE SECTIONS;R926;A2804152;Amortissement des subventions d équipement bâtiments et installations versées aux autres groupements de collectivités;6060000.0;OE
2012;Recette;Investissement;C926;TRANSFERT ENTRE SECTIONS;R926;A2804142;Amortissement des subventions d équipement bâtiments et installations versées aux Communes et structures intercommunales;16000000.0;OE
2012;Recette;Investissement;C926;TRANSFERT ENTRE SECTIONS;R926;A2804112;Amortissement des subventions d équipement bâtiments et installations versées à l Etat;355000.0;OE
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A673;Titres annulés (sur exercices antérieurs);220000.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93023;A6581;Redevances pour concessions. brevets. licences. procédés. droits et valeurs similaires;39600.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93041;A6562;Participtations au titre de la coopération décentralisée;1999000.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6541;Créances admises en non valeur;300000.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A651128;Autres;23000.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A64831;Indemnités aux agents;30750.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A6456;Versements au F.N.C. du supplèment familial;444896.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A64131;Rémunérations du personnel non titulaire;12884517.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A64111;Rémunération principale;21793005.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A6336;Cotisations au C.N.F.P.T. et au centre de gestion de la fonction publique territoriale;1007290.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A6331;Versement de transport;963481.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6283;Frais de nettoyage des locaux;1232140.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93048;A6245;Transports de personnes extérieures à la collectivité;1000.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A6234;Réceptions;15000.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93023;A6231;Annonces et insertions;2012000.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6227;Frais d actes et de contentieux;1324936.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930201;A6227;Frais d actes et de contentieux;28423.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6225;Indemnités au comptable et aux régisseurs;11332.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93021;A6188;Autres frais divers;45000.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6135;Locations mobilières;677750.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A6068;Autres matières et fournitures;594158.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A60662;Vaccins et sérums;22000.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R93023;A60632;Fournitures de petit équipement;13000.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A60631;Fournitures d entretien;171300.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A60623;Alimentation;70000.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A60622;Carburants;500000.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A60621;Combustibles;38000.0;OR
2012;Dépense;Fonctionnement;C930;SERVICES GENERAUX;R930202;A60612;Energie - Electricité;1481658.0;OR
2012;Recette;Fonctionnement;C930;SERVICES GENERAUX;R930202;A7788;PRODUITS EXCEPTIONNELS DIVERS;500877.0;OR
2012;Recette;Fonctionnement;C930;SERVICES GENERAUX;R930201;A6419;Remboursements sur rémunérations du personnel;1350000.0;OR
2012;Dépense;Fonctionnement;C931;SECURITE;R9312;A6568;Autres participations;33600000.0;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93222;A678;Autres charges exceptionnelles;296295.0;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A6618;Intérêts des autres dettes;1441182.11;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9328;A65734;Subventions de fonctionnement aux Communes et structure intercommunales;2000.0;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9323;A6568;Autres participations;3334.0;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9328;A6453;Cotisations aux caisses de retraite;74875.0;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9328;A6451;Cotisations à l  U.R.S.S.A.F.;617658.0;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9320;A6451;Cotisations à l  U.R.S.S.A.F.;564345.0;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A64168;Autres emplois aidés;139241.0;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9321;A6414;Personnel rémunéré a la vacation;18089.0;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A64112;Supplément famillial de traitement et indemnité de résidence;807770.0;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A64111;Rémunération principale;13101908.0;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A6358;Autres droits;40000.0;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9328;A6338;Autres impôt. taxes et versements assimilés sur rémunérations;6453.0;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A6336;Cotisations au C.N.F.P.T. et au centre de gestion de la fonction publique territoriale;229977.0;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9328;A6332;Cotisations versées au F.N.A.L.;10658.0;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9320;A6332;Cotisations versées au F.N.A.L.;15113.0;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9328;A6331;Versement de transport;54946.0;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R93221;A6262;Frais de télécommunications;421470.0;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9320;A6261;Frais d affranchissement;3000.0;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9328;A6218;Autre personnel extérieur;2233000.0;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9328;A6188;Autres frais divers;1241243.7;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9328;A614;Charges locatives et de copropriété;35830.0;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9328;A6135;Locations mobilières;98100.0;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9328;A6068;Autres matières et fournitures;62000.0;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9320;A6064;Fournitures administratives;114400.0;OR
2012;Dépense;Fonctionnement;C932;ENSEIGNEMENT;R9328;A60631;Fournitures d entretien;500.0;OR
2012;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9333;A6574;Subventions de fonctionnement aux associations et autres organismes de droit privé;159867.0;OR
2012;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93315;A6574;Subventions de fonctionnement aux associations et autres organismes de droit privé;8500.0;OR
2012;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93311;A65734;Subventions de fonctionnement aux Communes et structure intercommunales;1816169.0;OR
2012;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93314;A6478;Autres charges sociales diverses;4100.0;OR
2012;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93311;A6414;Personnel rémunéré a la vacation;304496.88;OR
2012;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93312;A64118;Autres indemnités;929879.0;OR
2012;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93312;A64113;NBI;30706.0;OR
2012;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A64112;Supplément famillial de traitement et indemnité de résidence;86507.0;OR
2012;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93312;A64112;Supplément famillial de traitement et indemnité de résidence;116668.0;OR
2012;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93312;A6336;Cotisations au C.N.F.P.T. et au centre de gestion de la fonction publique territoriale;59734.0;OR
